Gene Set	Condition	evidence_source	Source	biomarker	best_biomarker_role	assessed_biomarker_entity																																																																																																																																																																										
Immune Mediators of ALS	amyotrophic lateral sclerosis	33134918	PubMed	Immune Markers for ALS {gene}	prognostic_biomarker	TGFB1	TGFB3	IL2	IL4	IL5	IL6	IL8	IL10	IL13	TNF	FTH1	IFNG	FGF2	VEGFA	CCL3	CCL2	TNFSF10	CHIT1	CHI3L1	CHI3L2																																																																																																																																																							
Pulmonary emphysema peripheral blood markers	Pulmonary emphysema	25306249	PubMed	Peripheral Blood Biomarker Panel {gene}	prognostic_biomarker	AGER	CCL20	ICAM1	SERPINA7	CDH13	CDH1	TGFB1	CCL13	TNFRSF11B	CCL8	IGHA1	SORT1	IL2RA																																																																																																																																																														
Gastric Cancer Markers	Stomach Cancer	36092901	PubMed	Immune Associated Biomarker {gene}	prognostic_biomarker	CD19	CD79A	CD8A	CD8B	CD4	NOS2	IRF5	PTGS2	CD163	VSIG4	MS4A4A	ITGAM	CCR7	HLADPB1	HLADQB1	HLADRA	CD1C	NRP1	ITGAX	CAMK2N1																																																																																																																																																							
PDAC Early Detection	Pancreatic ductal adenocarcinoma	34944713	PubMed	Immune Validated Panel {gene}	diagnostic_biomarker	MUC16	KRT19	FOLR1	CEACAM5	HGF	TNFRSF11B	TEK	FUT3																																																																																																																																																																			
Parkinsons Disease RNA Blood Biomarkers	Parkinson's disease	29896099	PubMed	Blood Biomarker Panel {gene}	diagnostic_biomarker	FAXDC2	COPZ1	EFTUD2	SLC14A1	HNF4A	PTBP1	PTPN1																																																																																																																																																																				
Progression of Cervical Cancer	Cervical Cancer	30150654	PubMed	Increased expression of biomarkers {gene}	prognostic_biomarker	ZWINT	CDC7	MCM4	MCM2	MCM6																																																																																																																																																																						
AS Serum Biomarkers	Ankylosing spondylitis	37041650	PubMed	Serum Biomarker Panel {gene}	diagnostic_biomarker	C4B	HSD17B1	PGAM1	TF	PTPN6	HIST1H2BE	PRKACA	LTF	CAPG	AZU1	FUT5	PAPPA	FRAS1	MMP12	GCG	C5	TFF1																																																																																																																																																										
MS Relapse Biomarkers	Multiple sclerosis	32071782	PubMed	Increased Expression of {gene}	diagnostic_biomarker, prognostic_biomarker	APOA1	IFNG	IL17	RMRP	SPHK1	SPHK2	S1PR1	S1PR5																																																																																																																																																																			
Psoriasis Biomarkers	Psoriasis	36556392	PubMed	Increased Expression of {gene}	prognostic_biomarker	IL6	TNF	IL17	IL23	HLAC	CCL20	PON1	PTX3	CXCL10	IL4RA	IL13	IL31																																																																																																																																																															
Melanoma Prognosis	Melanoma	38028569	PubMed	Molecular Profiling Panel {gene}	prognostic_biomarker	NTRK3	BRAF	NTRK1	NTRK2	KIT	MAP2K1	MAP2K2	NF1	NRAS	MSI																																																																																																																																																																	
HBV Induced HCC	Hepatocellular carcinoma	30925583	PubMed	PBMC Biomarker Panel {gene}	diagnostic_biomarker, prognostic_biomarker	COL5A1	HLADQB1	MMP2	CDK4																																																																																																																																																																							
Serum Inflammatory Biomarkers for Hypertension	Hypertension	33028995	PubMed	Inflammatory Biomarker Panel {gene}	prognostic_biomarker	CRP	IL2	IL4	IL6	IL8	TNF	CCL2	LEP	IL10	ADIPOQ																																																																																																																																																																	
Lupus Nephritis Candidate Biomarkers	Lupus Nephritis	36532018	PubMed	Increased expression of {gene}	diagnostic_biomarker	C1QA	C1QB	MX1	RORC	CD177	DEFA4	HERC5																																																																																																																																																																				
Hepatocellular carcinoma Multimarker panel	Hepatocellular carcinoma	34796691	PubMed	Multimarker detection panel {gene}	diagnostic_biomarker	AFP	GPC3	WFDC2	IGFBP3	HGF	MMP2	TIMP1	ANGPT2	GGT1	COMP	AXL	KRT19	DKK1	CEA	IGF1	IL6																																																																																																																																																											
Lung non-small cell carcinoma Diagnostic	Lung non-small cell carcinoma	34439874	PubMed	Increased expression biomarker panel {gene}	diagnostic_biomarker	CEA	KRT19	ENO2	IL6	TNF	SAA1	CRP	MMP2	MMP9																																																																																																																																																																		
CVD Biomarkers	Cardiovascular system disease	23936524	PubMed	Inflammatory and immune panel {gene}	prognostic_biomarker	ADIPOQ	CRP	F3	CSF3	GSP	IL1RN	IL6	IL8	LEP	CCL2	MMP3	PON1	CCL5	TNF	TNFRSF1A	TNFRSF1B	TNFSF10	VEGFA																																																																																																																																																									
AKI Biomarkers	Kidney cortex necrosis	38254682	PubMed	AKI Biomarker Panel {gene}	prognostic_biomarker	LCN2	HAVCR1	TIMP2	IGFBP7	AMBP	FABP1	UMOD	IL18	CCL2																																																																																																																																																																		
Breast Cancer Immune Biomarkers	Breast Cancer	37884650	PubMed	Immune Cell Biomarker Panel {gene}	prognostic_biomarker	CD19	CD22	CD79A	CD4	CD8	CD80	CD86	NOS2	CSF1R	CD163	MRC1	PDCD1LG2	NCR1	SLAMF7	CD47	ITGB1	ITGAX	CCR7	ITGAM																																																																																																																																																								
Atopic dermatitis Serum Biomarkers	Atopic dermatitis	31520450	PubMed	Treatment Serum Biomarker Panel {gene}	prognostic_biomarker	IL1B	PF4	CCL27	WFDC2	SOST	CXCL6	PDCD1	LAIR1																																																																																																																																																																			
Metabolic Syndrome	Abdominal obesity-metabolic syndrome	30425746	PubMed	Immune Markers for Metabolic Syndrome {gene}	prognostic_biomarker	TNF	IL6	SERPINE1	CCL2	CRP																																																																																																																																																																						
Chronic Heart Failure	Congestive heart failure	32196993	PubMed	Blood Biomarker Panel {gene}	prognostic_biomarker	CD163	TRAP	GRN	SPON1	PGLYRP1																																																																																																																																																																						
Bladder Cancer Urinary Markers	Bladder cancer	31114012	PubMed	Urinary Biomarker Panel {gene}	prognostic_biomarker	ANKRD36C	CD99	COL1A1	COL2A1	COL3A1	COL5A1	COL6A1	COL8A1	COL11A1	COL14A1	COL15A1	COL4A2	COL4A3	COL4A4	FGA	FOXD2	NEB	PGLYRP1	PIGR																																																																																																																																																								
Diabetic peripheral neuropathy diagnostic markers	Diabetic neuropathy	38018513	PubMed	Increased Expression of {gene}	diagnostic_biomarker	TRPV1	ENO2	TLR4	TNF	FCER1G	PTK2B	SYK																																																																																																																																																																				
Myotonic dystrophy Biomarkers	Myotonic disease	27681373	PubMed	Therapeutic Biomarker Panel {gene}	prognostic_biomarker	CAPZB	ATP2A1	NUMA1	MACF1	UBE2D3	SLAIN2	INSR	AKAP13	SORBS1	TXNL4A	SEMA6C	NDUFV3	PHTF2	COPZ2	RYR1	PDLIM3	IMPDH2	ARHGEF10L	CCPG1	GOLGA4	MBNL1	MBNL2	CACNA1S	MAPT	CLASP1	SPAG9	CAMK2G	PHKA1	CAMK2B	LDB3	MXRA7	OPA1	CACNA2D1	PPP3CC	TACC2	MEF2C	MYBPC1	MYO9A	DNM1L	NFIX	CLK4	KIAA1191																																																																																																																																	
Tick-borne encephalitis inflammatory markers	Tick-borne encephalitis	34638953	PubMed	Inflammatory Biomarker Panel {gene}	diagnostic_biomarker, prognostic_biomarker	MMP9	ADAM15	CXCL1	CXCL2	CXCL9	CXCL10	CXCL13	IL6	IL10	IL5	MBTPS1																																																																																																																																																																
Parkinson's disease Putative Panel	Parkinson's disease	37165152	PubMed	Putative Diagnostic Panel {gene}	diagnostic_biomarker	RAB2A	RAB10	PRAB12	PRDX3	KLK6	TRIM17	TPT1	VCAM1	LILRB1	IGF1	PCSK1N	STK11	HSPA1A	HSPA1B	ECM1	GBA	NEDD4L	GDPD3	PEBP4	HNRNPA1	HNF4A	FN1	APP	APOM	CD9	CD63	CD81	ENPEP	NAGA	QPRT	SCAMP3	RAB1B	RAB7A	RAB3D	RAB1A																																																																																																																																								
PCOS Biomarkers	Polycystic ovary syndrome	37226082	PubMed	PCOS Gene Biomarker {gene}	prognostic_biomarker	TMEM54	PLCG2																																																																																																																																																																									
Head and Neck Squamous Cell Carcinoma Prognostic	Head and Neck Squamous Cell Carcinoma	34490110	PubMed	IHC Biomarker Panel {gene}	prognostic_biomarker	EGFR	HTATIP2	DKK1	LAMP1	LAMP3	TIMP1	TACSTD2	ZEB2	HSPA5	FADD	PDZK1IP1	MCM7	NDRG3	ABCB1	ABCG2	KLK6	LIMS1	SOX2	ZFX	ASCL1	PHF8	PTOV1	INPPL1	ZNF703	TNFSF13	ADAM10	PTGS2	NFKB1																																																																																																																																															
Epithelial ovarian cancer prognosis	Ovary epithelial cancer	36768291	PubMed	IHC EOC Biomarker Panel {gene}	prognostic_biomarker	VEGFA	TP53	MKI67	CHEK2	NOTCH3	PTGS1	PTGS2	BRCA1	CD274	PDCD1LG2																																																																																																																																																																	
Gastric Cancer Biomarkers	Stomach cancer	37936161	PubMed	ICI Target Biomarker Panel {gene}	prognostic_biomarker	PDPN	ANO9	CSMD1	MUC16	NOTCH3	PRKDC	TP53	EP300	RIPK2	CXCR4	TM4SF18	TBCE																																																																																																																																																															
Colorectal cancer biomarkers	Colorectal cancer	34532592	PubMed	Colorectal Cancer Biomarker Panel {gene}	prognostic_biomarker	KRAS	NRAS	BRAF	DPYD	UGT1A1	ERBB2	MGMT																																																																																																																																																																				
Oral squamous cell carcinoma Biomarkers	Oral squamous cell carcinoma	30564558	PubMed	Inflammatory Biomarker Panel {gene}	diagnostic_biomarker	CRP	ICAM1	IL10	IL2	IL6	CCL7	CSF1	MIF	VEGFD																																																																																																																																																																		
